Pk,Yrs,WS
1.0,12.0,81.2
2.0,18.0,91.1
3.0,15.0,117.5
4.0,4.0,10.8
5.0,15.0,35.0
6.0,11.0,34.3
7.0,10.0,12.7
8.0,5.0,20.9
9.0,11.0,44.2
10.0,2.0,0.4
11.0,11.0,61.2
12.0,11.0,16.6
13.0,13.0,50.6
14.0,12.0,28.6
15.0,5.0,1.3
16.0,11.0,13.4
17.0,5.0,4.6
18.0,16.0,72.2
19.0,2.0,2.1
20.0,11.0,49.0
21.0,1.0,0.1
22.0,8.0,2.8
23.0,2.0,0.9
24.0,1.0,0.1
25.0,4.0,1.6
26.0,,
27.0,13.0,26.2
28.0,1.0,-0.1
29.0,11.0,9.8
30.0,3.0,1.3
