Pk,Yrs,WS
1.0,9.0,75.0
2.0,9.0,24.6
3.0,6.0,7.2
4.0,8.0,42.7
5.0,5.0,3.2
6.0,7.0,23.3
7.0,6.0,-0.2
8.0,8.0,6.9
9.0,8.0,15.9
10.0,8.0,8.2
11.0,9.0,44.0
12.0,9.0,19.4
13.0,9.0,45.1
14.0,9.0,11.7
15.0,9.0,22.2
16.0,9.0,29.5
17.0,3.0,-0.6
18.0,5.0,5.4
19.0,5.0,8.3
20.0,9.0,28.2
21.0,6.0,4.9
22.0,9.0,31.1
23.0,6.0,12.9
24.0,9.0,29.5
25.0,4.0,3.2
26.0,,
27.0,9.0,33.4
28.0,4.0,0.4
29.0,3.0,0.6
30.0,9.0,33.1
