Pk,Yrs,WS
1.0,14.0,178.7
2.0,13.0,58.1
3.0,5.0,7.1
4.0,10.0,26.0
5.0,17.0,125.1
6.0,10.0,46.8
7.0,12.0,92.8
8.0,15.0,46.8
9.0,15.0,61.8
10.0,17.0,118.2
11.0,18.0,174.4
12.0,14.0,54.0
13.0,11.0,3.5
14.0,5.0,4.0
15.0,2.0,0.0
16.0,3.0,1.0
17.0,1.0,-0.2
18.0,17.0,91.8
19.0,10.0,27.1
20.0,5.0,0.7
21.0,2.0,1.1
22.0,6.0,38.9
23.0,10.0,18.7
24.0,,
25.0,1.0,-0.1
26.0,4.0,3.2
27.0,1.0,-0.1
28.0,1.0,-0.2
29.0,,
30.0,1.0,-0.1
