Pk,Yrs,WS
1.0,2.0,7.6
2.0,1.0,8.9
3.0,2.0,7.5
4.0,2.0,9.5
5.0,2.0,0.4
6.0,2.0,3.2
7.0,2.0,1.7
8.0,2.0,4.2
9.0,2.0,1.5
10.0,2.0,-0.4
11.0,2.0,0.9
12.0,2.0,12.9
13.0,2.0,9.3
14.0,2.0,1.4
15.0,2.0,4.9
16.0,2.0,1.8
17.0,2.0,3.8
18.0,2.0,1.3
19.0,2.0,1.5
20.0,2.0,-0.4
21.0,2.0,5.4
22.0,2.0,11.2
23.0,2.0,1.2
24.0,2.0,1.1
25.0,2.0,-0.7
26.0,2.0,0.2
27.0,2.0,2.1
28.0,2.0,0.3
29.0,2.0,-0.2
30.0,2.0,2.7
