Pk,Yrs,WS
1.0,1.0,3.7
2.0,1.0,0.8
3.0,1.0,-1.7
4.0,1.0,4.3
5.0,1.0,1.8
6.0,1.0,1.6
7.0,1.0,0.4
8.0,1.0,0.4
9.0,1.0,1.2
10.0,1.0,4.0
11.0,1.0,0.0
12.0,1.0,4.9
13.0,1.0,0.3
14.0,1.0,1.3
15.0,1.0,-0.1
16.0,1.0,-0.3
17.0,1.0,-0.5
18.0,1.0,4.0
19.0,1.0,4.1
20.0,1.0,1.5
21.0,1.0,0.9
22.0,1.0,0.0
23.0,1.0,0.7
24.0,1.0,0.5
25.0,1.0,0.9
26.0,1.0,0.8
27.0,1.0,-0.5
28.0,1.0,-0.3
29.0,1.0,0.2
30.0,1.0,0.5
