Pk,Yrs,WS
1.0,15.0,44.6
2.0,11.0,15.6
3.0,8.0,21.8
4.0,16.0,110.6
5.0,16.0,94.5
6.0,14.0,65.4
7.0,16.0,41.1
8.0,2.0,0.5
9.0,14.0,47.7
10.0,16.0,85.3
11.0,11.0,18.6
12.0,8.0,23.8
13.0,9.0,11.2
14.0,6.0,5.8
15.0,16.0,49.6
16.0,10.0,25.8
17.0,9.0,35.9
18.0,16.0,43.7
19.0,8.0,21.9
20.0,7.0,7.5
21.0,12.0,46.7
22.0,12.0,39.3
23.0,11.0,28.3
24.0,14.0,73.0
25.0,16.0,70.4
26.0,15.0,71.0
27.0,9.0,12.3
28.0,4.0,1.5
29.0,6.0,3.8
30.0,2.0,0.1
