Pk,Yrs,WS
1.0,10.0,29.1
2.0,8.0,13.8
3.0,8.0,63.5
4.0,10.0,42.6
5.0,7.0,5.9
6.0,10.0,33.4
7.0,10.0,43.3
8.0,6.0,3.9
9.0,8.0,9.4
10.0,8.0,15.8
11.0,10.0,21.1
12.0,7.0,20.9
13.0,10.0,32.2
14.0,9.0,20.9
15.0,4.0,-0.6
16.0,10.0,31.8
17.0,4.0,0.8
18.0,4.0,1.3
19.0,10.0,25.8
20.0,7.0,1.5
21.0,2.0,1.3
22.0,2.0,0.4
23.0,8.0,17.4
24.0,6.0,8.1
25.0,10.0,66.4
26.0,2.0,0.9
27.0,7.0,22.9
28.0,3.0,0.1
29.0,3.0,0.7
30.0,10.0,36.6
