Pk,Yrs,WS
1.0,7.0,8.5
2.0,5.0,11.4
3.0,7.0,55.9
4.0,5.0,-1.7
5.0,7.0,29.6
6.0,5.0,10.6
7.0,7.0,31.0
8.0,7.0,0.3
9.0,7.0,2.3
10.0,6.0,9.2
11.0,7.0,12.4
12.0,7.0,19.7
13.0,7.0,44.4
14.0,7.0,50.1
15.0,7.0,5.3
16.0,4.0,0.4
17.0,6.0,2.9
18.0,4.0,2.7
19.0,7.0,36.7
20.0,4.0,3.1
21.0,4.0,4.4
22.0,7.0,55.1
23.0,7.0,24.8
24.0,2.0,0.2
25.0,2.0,0.4
26.0,3.0,-0.2
27.0,7.0,15.3
28.0,6.0,7.5
29.0,7.0,31.2
30.0,7.0,27.4
