Pk,Yrs,WS
1.0,12.0,112.1
2.0,8.0,21.0
3.0,12.0,56.1
4.0,8.0,8.8
5.0,5.0,4.6
6.0,12.0,110.8
7.0,12.0,56.0
8.0,11.0,25.0
9.0,12.0,75.4
10.0,11.0,15.2
11.0,10.0,15.8
12.0,10.0,26.8
13.0,4.0,1.0
14.0,8.0,20.7
15.0,10.0,23.0
16.0,1.0,0.0
17.0,8.0,17.1
18.0,6.0,14.7
19.0,5.0,3.8
20.0,12.0,30.5
21.0,5.0,15.3
22.0,1.0,0.0
23.0,6.0,3.0
24.0,4.0,0.2
25.0,4.0,-1.3
26.0,7.0,10.6
27.0,2.0,1.7
28.0,3.0,1.7
29.0,3.0,-0.9
30.0,3.0,5.9
