Pk,Yrs,WS
1.0,6.0,33.6
2.0,8.0,27.2
3.0,8.0,35.3
4.0,4.0,0.5
5.0,8.0,7.7
6.0,8.0,24.9
7.0,7.0,31.9
8.0,6.0,6.5
9.0,8.0,38.7
10.0,5.0,6.6
11.0,8.0,59.8
12.0,8.0,11.5
13.0,2.0,0.4
14.0,5.0,4.5
15.0,7.0,8.7
16.0,2.0,1.1
17.0,3.0,-0.3
18.0,5.0,0.4
19.0,8.0,15.4
20.0,8.0,19.9
21.0,6.0,4.4
22.0,3.0,-0.1
23.0,3.0,3.5
24.0,6.0,4.7
25.0,2.0,0.1
26.0,7.0,7.6
27.0,8.0,47.9
28.0,4.0,4.4
29.0,7.0,26.0
30.0,8.0,11.3
