Pk,Yrs,WS
1.0,4.0,0.5
2.0,10.0,25.6
3.0,11.0,36.7
4.0,11.0,33.5
5.0,11.0,23.2
6.0,9.0,28.3
7.0,9.0,9.0
8.0,11.0,43.9
9.0,9.0,12.9
10.0,11.0,50.5
11.0,9.0,6.6
12.0,10.0,59.3
13.0,11.0,44.4
14.0,5.0,8.5
15.0,11.0,109.3
16.0,4.0,6.0
17.0,11.0,29.5
18.0,4.0,4.4
19.0,3.0,0.8
20.0,9.0,18.5
21.0,10.0,30.7
22.0,11.0,54.1
23.0,9.0,11.9
24.0,11.0,30.3
25.0,11.0,21.4
26.0,7.0,12.6
27.0,11.0,106.0
28.0,,
29.0,4.0,1.1
30.0,1.0,-0.4
