Pk,Yrs,WS
1.0,8.0,65.2
2.0,,
3.0,2.0,-0.6
4.0,13.0,38.9
5.0,7.0,17.9
6.0,6.0,0.9
7.0,6.0,19.8
8.0,15.0,65.8
9.0,6.0,9.8
10.0,9.0,21.8
11.0,11.0,41.5
12.0,8.0,19.9
13.0,3.0,1.9
14.0,3.0,8.2
15.0,16.0,41.5
16.0,2.0,-0.3
17.0,4.0,10.0
18.0,5.0,8.4
19.0,6.0,9.6
20.0,7.0,20.8
21.0,3.0,0.8
22.0,10.0,30.4
23.0,,
24.0,7.0,47.3
25.0,12.0,71.1
26.0,10.0,4.0
27.0,14.0,89.8
28.0,9.0,15.6
29.0,16.0,50.3
30.0,12.0,50.2
