Pk,Yrs,WS
1.0,14.0,99.0
2.0,17.0,81.6
3.0,12.0,71.2
4.0,13.0,77.5
5.0,18.0,145.1
6.0,12.0,38.1
7.0,13.0,30.5
8.0,8.0,44.8
9.0,10.0,14.2
10.0,16.0,52.7
11.0,5.0,2.2
12.0,11.0,15.5
13.0,20.0,172.7
14.0,13.0,82.6
15.0,18.0,129.7
16.0,10.0,19.5
17.0,18.0,66.0
18.0,7.0,6.4
19.0,10.0,13.7
20.0,13.0,66.3
21.0,1.0,-0.3
22.0,3.0,1.7
23.0,1.0,0.2
24.0,18.0,62.3
25.0,2.0,2.0
26.0,9.0,37.9
27.0,3.0,1.7
28.0,2.0,-0.8
29.0,7.0,7.9
30.0,12.0,23.1
