Pk,Yrs,WS
1.0,10.0,69.7
2.0,14.0,62.5
3.0,10.0,28.6
4.0,18.0,117.0
5.0,14.0,83.7
6.0,5.0,3.0
7.0,10.0,17.5
8.0,6.0,0.1
9.0,15.0,43.8
10.0,8.0,22.8
11.0,11.0,65.9
12.0,11.0,35.9
13.0,16.0,86.9
14.0,4.0,0.2
15.0,6.0,0.3
16.0,11.0,32.1
17.0,5.0,8.8
18.0,3.0,-0.1
19.0,3.0,1.5
20.0,1.0,-0.1
21.0,9.0,25.6
22.0,3.0,1.2
23.0,8.0,8.1
24.0,13.0,44.7
25.0,,
26.0,4.0,1.0
27.0,9.0,10.6
28.0,2.0,0.4
29.0,,
30.0,1.0,-0.2
