Pk,Yrs,WS
1.0,15.0,48.0
2.0,9.0,21.3
3.0,7.0,9.5
4.0,6.0,2.7
5.0,17.0,60.7
6.0,7.0,6.4
7.0,8.0,13.3
8.0,20.0,60.7
9.0,13.0,23.0
10.0,13.0,18.5
11.0,5.0,2.1
12.0,9.0,14.9
13.0,3.0,4.1
14.0,6.0,-0.8
15.0,5.0,1.9
16.0,15.0,63.3
17.0,10.0,23.1
18.0,13.0,32.8
19.0,12.0,27.7
20.0,7.0,14.2
21.0,11.0,35.7
22.0,5.0,4.7
23.0,13.0,12.1
24.0,3.0,-0.9
25.0,7.0,9.9
26.0,5.0,1.8
27.0,8.0,10.8
28.0,2.0,0.2
29.0,9.0,8.2
30.0,7.0,12.1
