Pk,Yrs,WS
1.0,17.0,109.6
2.0,9.0,54.1
3.0,13.0,63.1
4.0,14.0,77.0
5.0,8.0,3.8
6.0,10.0,53.3
7.0,14.0,62.8
8.0,17.0,100.8
9.0,16.0,124.9
10.0,19.0,102.0
11.0,3.0,2.9
12.0,2.0,-0.4
13.0,14.0,62.2
14.0,3.0,-0.9
15.0,,
16.0,17.0,61.1
17.0,3.0,1.8
18.0,12.0,51.6
19.0,4.0,0.8
20.0,6.0,5.8
21.0,13.0,47.5
22.0,11.0,31.2
23.0,11.0,18.2
24.0,13.0,75.4
25.0,3.0,0.0
26.0,3.0,2.2
27.0,8.0,15.1
28.0,8.0,13.2
29.0,2.0,0.2
30.0,1.0,-0.1
