Pk,Yrs,WS
1.0,10.0,18.9
2.0,16.0,115.7
3.0,3.0,-1.4
4.0,8.0,13.0
5.0,6.0,9.9
6.0,6.0,37.4
7.0,11.0,23.5
8.0,17.0,61.0
9.0,4.0,0.5
10.0,3.0,0.3
11.0,15.0,63.7
12.0,6.0,3.9
13.0,14.0,39.3
14.0,8.0,30.4
15.0,3.0,0.1
16.0,5.0,6.2
17.0,7.0,6.7
18.0,3.0,0.5
19.0,3.0,0.0
20.0,6.0,7.2
21.0,16.0,61.8
22.0,4.0,0.0
23.0,4.0,9.1
24.0,18.0,111.6
25.0,9.0,9.2
26.0,10.0,13.9
27.0,5.0,4.3
28.0,4.0,-0.9
29.0,4.0,-1.6
30.0,3.0,3.2
