Pk,Yrs,WS
1.0,4.0,16.5
2.0,3.0,4.3
3.0,4.0,11.6
4.0,4.0,8.0
5.0,4.0,13.5
6.0,4.0,17.7
7.0,4.0,-0.5
8.0,4.0,12.3
9.0,4.0,9.1
10.0,4.0,9.1
11.0,4.0,9.7
12.0,4.0,27.2
13.0,4.0,1.3
14.0,4.0,7.6
15.0,4.0,8.9
16.0,4.0,11.1
17.0,4.0,-0.2
18.0,4.0,7.7
19.0,4.0,14.6
20.0,4.0,9.5
21.0,4.0,22.7
22.0,4.0,5.4
23.0,2.0,-0.3
24.0,4.0,0.8
25.0,4.0,18.9
26.0,4.0,12.3
27.0,4.0,2.0
28.0,4.0,11.6
29.0,4.0,2.8
30.0,4.0,19.0
