Pk,Yrs,WS
1.0,10.0,35.6
2.0,10.0,22.0
3.0,13.0,113.0
4.0,6.0,17.9
5.0,3.0,-0.3
6.0,8.0,14.6
7.0,14.0,55.9
8.0,8.0,26.9
9.0,6.0,16.5
10.0,6.0,6.3
11.0,13.0,75.6
12.0,11.0,34.6
13.0,5.0,4.7
14.0,9.0,11.0
15.0,4.0,11.0
16.0,2.0,1.3
17.0,10.0,24.4
18.0,6.0,10.5
19.0,3.0,-0.8
20.0,10.0,24.7
21.0,1.0,-0.1
22.0,1.0,-0.5
23.0,3.0,-0.4
24.0,13.0,46.0
25.0,8.0,34.3
26.0,2.0,0.7
27.0,1.0,-0.1
28.0,2.0,0.0
29.0,8.0,25.7
30.0,3.0,-0.2
