Pk,Yrs,WS
1.0,18.0,141.7
2.0,10.0,45.3
3.0,11.0,33.3
4.0,14.0,29.9
5.0,15.0,54.9
6.0,8.0,25.7
7.0,15.0,74.0
8.0,3.0,-0.4
9.0,19.0,100.4
10.0,4.0,0.2
11.0,10.0,30.7
12.0,4.0,1.7
13.0,10.0,5.0
14.0,13.0,30.3
15.0,14.0,71.0
16.0,4.0,4.5
17.0,13.0,51.0
18.0,16.0,46.3
19.0,11.0,25.9
20.0,14.0,48.3
21.0,2.0,-0.1
22.0,4.0,2.0
23.0,1.0,-0.2
24.0,8.0,24.5
25.0,14.0,38.7
26.0,12.0,61.3
27.0,10.0,16.0
28.0,13.0,31.4
29.0,4.0,3.2
30.0,14.0,46.4
