Pk,Yrs,WS
1.0,15.0,84.7
2.0,12.0,40.7
3.0,14.0,61.9
4.0,11.0,43.7
5.0,9.0,22.8
6.0,13.0,23.1
7.0,5.0,-1.2
8.0,13.0,47.0
9.0,12.0,38.8
10.0,17.0,32.9
11.0,12.0,55.3
12.0,12.0,32.3
13.0,6.0,7.3
14.0,1.0,0.3
15.0,3.0,0.2
16.0,7.0,6.3
17.0,5.0,1.3
18.0,1.0,-0.1
19.0,4.0,0.3
20.0,8.0,16.4
21.0,7.0,5.8
22.0,10.0,37.7
23.0,13.0,37.8
24.0,15.0,87.5
25.0,11.0,18.2
26.0,3.0,0.1
27.0,1.0,0.1
28.0,12.0,28.7
29.0,,
30.0,6.0,19.0
