Pk,Yrs,WS
1.0,3.0,7.3
2.0,16.0,170.2
3.0,17.0,112.7
4.0,17.0,100.5
5.0,16.0,54.6
6.0,5.0,3.1
7.0,13.0,22.5
8.0,10.0,26.2
9.0,13.0,61.9
10.0,10.0,22.6
11.0,4.0,1.6
12.0,17.0,71.9
13.0,4.0,3.9
14.0,4.0,6.1
15.0,10.0,28.7
16.0,12.0,18.6
17.0,4.0,3.0
18.0,13.0,30.5
19.0,2.0,0.1
20.0,11.0,14.1
21.0,6.0,4.9
22.0,14.0,43.0
23.0,12.0,29.0
24.0,4.0,14.2
25.0,3.0,0.0
26.0,10.0,19.2
27.0,11.0,33.5
28.0,7.0,25.3
29.0,3.0,0.4
30.0,,
