Pk,Yrs,WS
1.0,15.0,55.1
2.0,12.0,56.6
3.0,9.0,40.9
4.0,11.0,37.4
5.0,14.0,79.3
6.0,13.0,90.6
7.0,8.0,14.6
8.0,12.0,24.7
9.0,11.0,37.3
10.0,9.0,27.9
11.0,13.0,26.6
12.0,11.0,36.4
13.0,9.0,9.0
14.0,14.0,78.5
15.0,13.0,12.0
16.0,3.0,2.7
17.0,8.0,6.2
18.0,1.0,2.4
19.0,17.0,85.8
20.0,11.0,12.5
21.0,15.0,26.1
22.0,5.0,2.3
23.0,5.0,2.3
24.0,14.0,23.8
25.0,3.0,-0.3
26.0,1.0,-0.2
27.0,1.0,0.3
28.0,12.0,28.6
29.0,12.0,40.6
30.0,1.0,-0.1
