Pk,Yrs,WS
1.0,16.0,60.3
2.0,15.0,69.8
3.0,18.0,52.4
4.0,16.0,105.1
5.0,21.0,191.4
6.0,6.0,13.0
7.0,13.0,55.4
8.0,4.0,2.1
9.0,2.0,1.1
10.0,18.0,64.2
11.0,9.0,23.2
12.0,9.0,11.8
13.0,12.0,34.7
14.0,12.0,23.2
15.0,14.0,70.5
16.0,12.0,28.0
17.0,10.0,28.3
18.0,16.0,47.9
19.0,2.0,-0.2
20.0,8.0,13.5
21.0,15.0,85.2
22.0,3.0,0.8
23.0,10.0,30.9
24.0,3.0,0.5
25.0,4.0,0.6
26.0,1.0,0.4
27.0,4.0,1.9
28.0,11.0,33.8
29.0,7.0,3.0
30.0,2.0,0.0
