Pk,Yrs,WS
1.0,18.0,162.8
2.0,10.0,26.9
3.0,15.0,214.0
4.0,17.0,105.4
5.0,16.0,177.2
6.0,5.0,13.7
7.0,10.0,52.1
8.0,4.0,-2.7
9.0,17.0,106.4
10.0,6.0,6.7
11.0,21.0,81.8
12.0,8.0,21.5
13.0,11.0,45.0
14.0,15.0,74.4
15.0,3.0,2.4
16.0,19.0,207.7
17.0,10.0,8.9
18.0,12.0,52.0
19.0,5.0,3.4
20.0,11.0,20.7
21.0,4.0,4.2
22.0,1.0,-0.4
23.0,2.0,-0.1
24.0,3.0,1.1
25.0,2.0,-0.2
26.0,,
27.0,10.0,24.2
28.0,1.0,-0.9
29.0,7.0,3.3
30.0,4.0,0.0
