Pk,Yrs,WS
1.0,19.0,206.4
2.0,9.0,41.7
3.0,17.0,120.8
4.0,13.0,47.0
5.0,14.0,36.4
6.0,8.0,9.4
7.0,13.0,35.2
8.0,12.0,18.7
9.0,15.0,97.3
10.0,10.0,22.3
11.0,6.0,3.5
12.0,12.0,27.6
13.0,11.0,43.9
14.0,9.0,9.9
15.0,10.0,28.6
16.0,12.0,32.6
17.0,3.0,0.1
18.0,3.0,2.8
19.0,11.0,26.6
20.0,2.0,-0.1
21.0,9.0,24.5
22.0,2.0,0.1
23.0,12.0,31.4
24.0,3.0,-1.6
25.0,5.0,3.2
26.0,5.0,1.5
27.0,12.0,15.4
28.0,2.0,-0.8
30.0,,
