Pk,Yrs,WS
1.0,13.0,81.1
2.0,5.0,4.8
3.0,15.0,166.4
4.0,10.0,28.4
5.0,12.0,42.3
6.0,3.0,-1.1
7.0,15.0,135.2
8.0,8.0,16.4
9.0,15.0,101.4
10.0,9.0,29.9
11.0,4.0,-0.2
12.0,8.0,18.3
13.0,7.0,20.2
14.0,6.0,2.9
15.0,6.0,4.5
16.0,15.0,27.5
17.0,15.0,69.4
18.0,8.0,42.1
19.0,12.0,52.4
20.0,5.0,3.3
21.0,11.0,49.9
22.0,3.0,0.2
23.0,10.0,19.6
24.0,5.0,0.6
25.0,4.0,4.8
26.0,15.0,59.9
27.0,11.0,29.5
28.0,13.0,21.1
29.0,8.0,12.1
30.0,2.0,-0.4
