Pk,Yrs,WS
1.0,14.0,50.6
2.0,15.0,65.1
3.0,12.0,77.3
4.0,19.0,209.4
5.0,14.0,40.2
6.0,10.0,24.7
7.0,11.0,22.6
8.0,13.0,38.9
9.0,6.0,6.5
10.0,8.0,37.4
11.0,,
12.0,2.0,-0.1
13.0,4.0,2.6
14.0,4.0,3.6
15.0,6.0,3.1
16.0,6.0,7.8
17.0,10.0,48.5
18.0,12.0,18.4
19.0,8.0,20.4
20.0,2.0,0.0
21.0,11.0,27.8
22.0,13.0,36.8
23.0,10.0,18.2
24.0,6.0,14.7
25.0,8.0,5.5
26.0,10.0,20.3
27.0,7.0,13.6
28.0,12.0,26.1
29.0,2.0,0.9
30.0,12.0,76.0
