Pk,Yrs,WS
1.0,6.0,34.8
2.0,6.0,12.0
3.0,6.0,51.2
4.0,6.0,22.4
5.0,6.0,37.6
6.0,6.0,14.6
7.0,6.0,22.5
8.0,6.0,13.4
9.0,6.0,0.7
10.0,6.0,36.3
11.0,6.0,43.6
12.0,5.0,18.2
13.0,4.0,-0.2
14.0,5.0,20.1
15.0,6.0,8.6
16.0,2.0,0.0
17.0,6.0,20.0
18.0,6.0,4.6
19.0,6.0,17.2
20.0,6.0,10.3
21.0,6.0,20.0
22.0,4.0,1.1
23.0,6.0,8.1
24.0,6.0,8.6
25.0,6.0,14.9
26.0,6.0,12.1
27.0,6.0,22.6
28.0,2.0,-0.6
29.0,2.0,0.0
30.0,2.0,2.4
