Pk,Yrs,WS
1.0,13.0,86.2
2.0,7.0,14.1
3.0,11.0,52.8
4.0,12.0,48.9
5.0,12.0,80.3
6.0,3.0,4.0
7.0,13.0,32.4
8.0,9.0,11.6
9.0,12.0,59.8
10.0,6.0,2.2
11.0,11.0,55.2
12.0,13.0,30.0
13.0,13.0,27.4
14.0,13.0,39.3
15.0,12.0,99.3
16.0,13.0,72.6
17.0,10.0,12.9
18.0,3.0,2.3
19.0,13.0,70.2
20.0,6.0,7.1
21.0,2.0,-0.8
22.0,8.0,38.8
23.0,5.0,20.8
24.0,13.0,36.2
25.0,5.0,3.3
26.0,5.0,3.0
27.0,1.0,0.2
28.0,6.0,3.0
29.0,13.0,30.7
30.0,13.0,115.0
